@RELATION Tweets
@ATTRIBUTE tweet STRING
@ATTRIBUTE class {0,1,2,3,4}
@DATA
'I am hoping for a productive day today! ', 4
'Goodnight. ', 4
'is freaking out about exams  But its all good.', 4
'39 days untill Party In The Park JLS, N-Dubz, TinchyStryder, PixieLott, LittleBoots,AlishaDixonn  (LL)', 4
'96A Futsal Night  http://tinyurl.com/mtk2zn', 4
'dentist, hangin out, first real choreography job!, rehearsal, then brus room ', 4
'@JSi5 @KiddManRoom yo momma so fat she walked in front of the TV and you missed the whole Football season. ', 4
'Finally got my blackberry back.  ', 4
'@ie89master It will be all about /Lebron &amp; Shaq..and Hideo?  ', 4
'@keachlumanog I don`t mind participating ;) There`s this &quot;pa gadz&quot; freshman i want to get my hands on ', 4
'@mattwilson43 soooo keen on those nike terminators ', 4
'@christinerose Very true!  I am not really griping- Just disappointed! LOL! Determined to win something big this year! ;)', 4
'@snhammond I have work. No one ever remembers that! Lol ', 4
'Attention all realtors...because I mentioned the word REALTOR in a tweet does not mean I want to follow realtors! TY! Im a nurse!   ', 4
'Ok, guys, I g2g now.  see you later ... ', 4
'Having another day off doing feck all.Im gonna decoarate my mums bathroom later ', 4
'@valagnew yes it is! ', 4
'@ThisIsRobThomas Chicago isnt called the Windy City for nothing, tho. But, NY has its moments 2 so probably not far off. Enjoy your show! ', 4
'KEB - the very best bank in Korea ', 4
'@Miki_is_Rad get well soon mustard  xxxxxx', 4
'@Finnimbrun lol im in college doing travel and tourism, its like my 2nd to last day ever  which probably means i shld do the work!', 4
'@chadsmith729 Thx for the kudos ', 4
'@aeriagames I also work with 3D and am majoring in 3D modeling ', 4
'Good morning Twitter world ', 4
'@sarfran you are just too funny miss francis! ', 4
'@NathalieCaron Tell me about your daily habits and maybe I could help you brainstorm   do you want my e-mail or something?', 4
'happy Jonas day everyone  &lt;3', 4
'today is a great day!!! i hope you are all having one too! ', 4
'@mireika wow.  It was just a joke. A little over the top, but still...just a joke.  Shes an idiot anyway ', 4
'I did have a good day. I hope you did too. Night twitters ', 4
'Private beta testers, I have something new for you to try out  See group for details.', 4
'@BrandonLayouts ahh lolz u im deleting that after u read it.. ahh no1 from which i no needs to see that. blahh hahaha lol. im a douche ', 4
'My life will be better by tomorrow ', 4
'@ilainen that is tons of fun! ', 4
'@Hodinkee its the steel one... enjoying it very much... wife not so happy though...  says Im having my mid-life crisis 10 years early...', 4
'Leave my son in the house of aunt of my wife riding my bike is a great experience every time. I like this and my son too. ', 4
'I guess thats enough Wilde for a day. Harpers Bazaar anyone? ', 4
'by the way, i made it through the day.. ', 4
'@MLucasClouser LOL um. That would be a yes! Now Im sore. Morning workouts help with energy for the day! ', 4
'@momnoir tx doc!  hes 18 mo. so his head is like a rock! hes a climber and fell off a box in our living room (moving so were packing.)', 4
'@yingoying how far would u want to go for a friend? Up to u, ying ', 4
'negativity is the worse thing for anyones day.. waste of energy ****thinking positive****positive thoughts***positivity*****    ', 4
'@paulslaybaugh Market in Naples continues to be curious...record breaking traffic in lower end, sluggish on upper end. ', 4
'@queeniereyes goodluck with that bells! ', 4
'@AllieB29 Miami. Horatio is too cool for school and Miami looks like a perfect place to be right now! Im ok thx- how about yourself? ', 4
'Finishing up a blog then on to starbucks  followed by call backs. Yes...if you left me a message Im calling back today, and last emails ', 4
'i like this line &quot;knowing how much i try, stil come close to losing you girl&quot; waw. ', 4
'Is chilling out watching Dexter one of my new fav shows. ', 4
'@ilovegeorgina hi! I followed him too, just what you have said he makes lots of nice tweets  thanks to you!', 4
'Interning at Legal Aid ', 4
'I am now unemployed! Celebrating by taking a nice long walk, then having a beer in the garden when I get back. Heres to freedom. Cheers! ', 4
'@BuffyM10 thanks.:] which one?? i tweeted 3 #haveuever today  lol', 4
'@Axelsrose ( *hits you with a foam bat*  )', 4
'@MewPaperArts Yes, where is the sun?! I blogged about the gray misery too  http://bit.ly/39qv2c', 4
'@serah_jean he writes about really interesting things doesnt he?? ', 4
'@iPhotoTaker thank you honey ', 4
'dp-ing, good night everyone! byeee  http://plurk.com/p/11d91h', 4
'@AndreH101 Well I guess it shouldnt take too much longer, thanks! ', 4
'is loving our life back at home ', 4
'Just woke up! Gotta make this day very productive!! ', 4
'@openmindedtorah patting myself on the back  and Im a ffb! (I think)', 4
'@kaitlynmaher http://twitpic.com/5vh0n - Youre an inspiration, keep it up sweetpea ', 4
'@heathernoye Who-socks, CUTE! I love it! Now I am all the more curious ', 4
'Did I really give up or am I still trying.  ', 4
'If you have any storm photos, twitpic them! You may see them on tonights newscast. ', 4
'http://tinyurl.com/nb6h2n 25 steps to a healthier you ', 4
'@LilPecan Haha, I think youre right it is something of a serious commitment. Im glad someone knew what I was talking about, at least ', 4
'@addoy wow! tomorrow?! today portuguese, tomorrow maths? oh.. good luck! :S (u can do it!  )', 4
'@REWBOB Lol, I just watched the unicorn and the wasp (I think its that way round...) and the Doctors daughter. They make me chuckle ', 4
'@Alyssa_Milano good afternoon Aylssa - you are always so polite ', 4
'@Capricci0so 我去北京和天津玩儿! Tweetup time. ', 4
'and whats left of our cookies   http://twitpic.com/7jgen', 4
'is ready for confederations cup! ', 4
'@pslovenpink Sounds like a plan ', 4
'@fredhicks Thank you for sharing the pics. Thats a great way to start a morning ', 4
'Morning My Fellow Followers...Wishing You All A Great Tuesday.  Lets Create Opportunities Today.', 4
'tomorrow sponserd walk ', 4
'The sun is shining and Ive been banished from the house to the pool with 4 dogs for the next hour. Not too bad if I do say so myself. ', 4
'2 More Tests To Goo!  ', 4
'@karmakorrupt your work tapped into many of my emotions and uncertainties....truly insightful...Thank you! Hope to see more of your work ', 4
'going 2 a driving class today, my last one ', 4
'Going crazy... and chatting with Wen ', 4
'@PerezHilton i just voted for you ', 4
'@qubicmx I still have 1 coffee  for once I will show up awake! LOL', 4
'Its sad what a lot of rap has become. Heres a good one though.  http://bit.ly/hyarB', 4
'@davidkuridza the flag is for you? ', 4
'got an A on my 3D moddeling exam ', 4
'Im watching se lo que hicisteis! ', 4
'sometimes when i see how my kids respond to situations, its like watching myself. sometimes thats not a good thing ', 4
'@joelrieder Everything has a point. Its whether or not we actually appreciate the point that matters... ', 4
'I would have tweeted sooner, but in my rush to get to the store, I locked myself out of my apartment and had to have someone let me in ', 4
'then straight to school from wherever were having breakfast... love spending time with my parents... ', 4
'solsolsol ', 4
'Someone has been creative with my #deskmess while was chatting with @omar_musa   http://twitpic.com/7jgf1', 4
'@simmylopez no more offences po ! ', 4
'Super excited about MSU Football  Got season tickets with boy..Tailgating here I come!!', 4
'@firedustching ! hurhur. idk ... not sunday ): some time next week? ', 4
'@ivaaishah Ivaaaaa! me too!!  how r you?', 4
'@rmedina Morning Ray! Hope you have a fantastic day too. ', 4
'@ExcellentPres yese i ve already wrapped my present to him  its a jammy that hav THE GREATEST DAD IN THE WORLD !  tnx 4 d tip', 4
'Gooood morning!!! At work til 2. Then I have to go get my oil changed.  Giggity Giggity ', 4
'@HHReynolds Oops just missed the post  http://twurl.nl/mychn7', 4
'@HighPeaksResort it wouldnt be LP for us if it didnt rain. It is going to rain at home anyways, might as well be at HPR in the rain! ', 4
'@serafinowicz Bargain! 53 free!   She can now be on Stars on Their Eyes!', 4
'@JRKLOVER Thanks!!!  You too!  Hopefully we will have a little sun for a change. ', 4
'Eating Corn Chex for breakfast and it is yummy! ', 4
'@engineer_nerd Yes, Ive heard about that. But since Ive never actually posted there, they dont have my IP. Im not that stupid! ', 4
'@9starbucks Have a great day as well! ', 4
'i need food now ', 4
'Kimberley and her stars in English: dig it  http://is.gd/13rca', 4
'@wildbluemchen Hiyaaa Katharina!  Have a nice day ;) xxx', 4
'@GiggleFlower thanks!!!!  You rock too... nice cat btw ', 4
'@tco3 yes yes! and hindi ko na kelangan magbukas ng bagong tab.  kaya i can tweet and surf the net at the same time ', 4
'@whoisariston Awesome amount of space! Have fun with that tonight.  360 pano of room set up is expected ', 4
'@HITMAN1063 good morning hitman  i think im wayyy to stressed to handle @jaycantu today. can u kick him?', 4
'making breakfast ', 4
'@thankingdc34eva im good!!! See Ya Lata!! ', 4
'@wildbluemchen Hellooo  xx', 4
'Cant wait to get to malaysia in august....  only 2 months away...', 4
'@TimmyGotSoul how are you doing today? ', 4
'Looking forward to a busy day, but excited for the day ', 4
'@Diamonique93 Thanks lil girl ', 4
'Gday all as we are all in different time zones ).  I see some of us are waking for the day and some of us are getting reading for bed ', 4
'@LAMase  Good overview of the Lakers Math. Maybe Kobe can defer some salary. Maybe 2 much for Trevor. I see youre staying up late. ', 4
'@trappersherwood Nice picture, Trap!! ', 4
'Wow, I cant wait to see you with that baby bump   If theres anything you need me to bring or send from here, let me know.', 4
'@KurstinLinda yeahhh...probably.   too bad...he may have a gf by then lmaolmaolmao.', 4
'Just got back from 6am swim practice... Blah! Making breakfast with Carrie. ', 4
'listening to Adam Lambert and writing a blog ', 4
'@Emily_at_Asylum Or a taser.  I wont say what for, but some people need that attitude adjustment ', 4
'@lizzyxpooh isnt it PX90?!? Idk  LOL as for me I prefer my wii fit tehehehe', 4
'rt @xabadu http://bit.ly/uAXfD  // very true... very true xD', 4
'Life is full of surprises  Finding eternal peace in my prayers.', 4
'Good morning yall hahahahahaaha had a good sleep  siked to hear mariahs new single ', 4
'Good morning Mr.Sunshine!  sunshine? where did you go? =(', 4
'Im thinking of going on a random bike ride with aliceee yes i shall upload pictures of it later ', 4
'Yaaayy my migraine is finally GONE so I can hear the birds chirping without wanting to shoot them out the trees ', 4
'@NATALJAPIEBENGA @GColdplay  Luck, but can you send me that also...   XX', 4
'@BerlyAnne A part of the great conspiracy I am sure   ', 4
'@SandiMon sounded like a double entendre to me ', 4
'@AllisonNakonek Hey! I will be up moving into my apt on Friday!!!   I wont be living there until the next weekend though! Cant wait!', 4
'taking baby to the doctor    [dont be ashamed of your faith]', 4
'@jgillette Yes, they are. ', 4
'@charlottedonlon Sounds like a plan! ', 4
'@parrottadam Im not sure, but you can ask him in 3 days!  ', 4
'Scanning session is over ', 4
'OMG ! jenny is leaving ! soo sad ! but i liked her fashion show  hahha!', 4
'Is Twitter the enemy (or do we just mock what we dont understand)?   http://bit.ly/1kepu Good blog post - warning: over 140 characters ', 4
'mmmm.cajuzinho da moms...better than ever ', 4
'@shesapinklady @Emmyrtille trop tard ', 4
'@CruciFire oh, ok. koi nahi. prob ill b in mumbai faster than i know ', 4
'So, My company wont let me befriend any fellow employees (past and present) on facebook. If you were suddenly de-friended, dont be mad ', 4
'@Vincent_Cooper Kudo on the content of your bio  did not go through it all but will in the next few days', 4
'I have a lovely wife who made me a corned beef sandwich for lunch. The joys of this are in this order: 1) Great wife 2) Sandwich 3) Meat ', 4
'Neocon seminar Balancing Act... Hope its good ', 4
'@pinot enjoy... thats from my last.fm playlist..  re:starlight', 4
'Im fairly certain that I dreamt of NOLA again. Its the only logical explanation when one wakes up w/the taste of beignets in the mouth. ', 4
'@mjkeliher well hopefully youre at home then, in which case picking your nose is, um, sort of okay, I guess? ', 4
'LINES, VINES, AND TRYING TIMES...in stores NOW! GO PICK IT UP. Its SO amazing ', 4
'@hershelself I see, Im more of a run when chased guy and even then it depends on what will happen when caught on how long I will run. ', 4
'@tlovvorn Yippeeee!!  Theres nothing like a good storm!!  ', 4
'just got home! am really really tired.. hearing stories from my ever maingay na pinsan ', 4
'@brainstuck hahahahahha mad idiot ', 4
'Heh. Hehehe. Hehe. Youll get it soon enough  ♫ http://blip.fm/~8bebc', 4
'is going excited, going out to night xD WOOT!   got the Harajuku lovers fragrance lil angel ', 4
'Hello my Twitter Friends..Diva stopped by to say have a great day..Ill be back later ', 4
'RB @vic2slic: &quot;Ludwig van Beethoven - Ode to Joy&quot; seems my fellow Godesss in a classical mood as well?  ♫ http://blip.fm/~8bebd', 4
'@stephenfry  Was the second part to the Dongle of Donald ever released?  Im still wondering what was in the file ', 4
'@rey_z yayy! 204 ', 4
'@kjofficial have a great day at ascot. Hope its not windy for your hat!! Im going to Ascot myself soon minus head attaire ', 4
'Made a big dent in my research. When I finish this review, Im rewarding myself with food. ', 4
'Im so full  ate soooo much food, drink so much chocolate milk . And now im watching who want to be a millionare', 4
'@shannonmw Oh hooray  www.declutterhappyyhour.com looks great. Im tempted. How much time would I ideally dedicate to decluttering?', 4
'Good Morning Dolls!!  xoxoxoxo', 4
'@locusmeus you are a star. works. just need to fix the colour in the css file to look right.  ', 4
'@johnjolliffe Hiya...how are you today? Sunny there I hope ', 4
'@sarahroxannesim @yellowbrickedrd me too!! OX/BRIDGE so I have to study really hard. add me on skype too ', 4
'@that_kat ooh thats a nice idea - and joshy can have fun baking for them ', 4
'I hope every UM fan wishes Canespace.com a happy second anniversary ', 4
'@voxxit I think they were just visiting anyway ', 4
'@JosephAHamilton u r very cool. In fact no joke Joey - you are in my favourite people group. Just to let you know. ', 4
'@MzYun Didnt know about the api.  Now Im obsessed with the number! ', 4
'@cryptguardian ha those guys were wasted, I went to bed right after I ate. It was yummy, brought some for lunch ', 4
'wishing the rain would go away and come again another day!!...hittin up bible school all week  ', 4
'is also enjoying coldplays new album ', 4
'hw day!! so i can enjoy my evening ', 4
'says Good Night.  http://plurk.com/p/11dake', 4
'@supahdupahgrl Have a safe flight, girl. ', 4
'@yygallvox My mum drives me  Plus they changed bell times to make roll call 10mins. Locker bell is at 8:40 now.', 4
'Yes, just got my E71 unlocked from 3 ', 4
'@betsydrager Oh I see! Fear is qarntned on Shanghai arrival! That would be sad. If I can sneak you treats in qarntine I will!  qarntweetup', 4
'@anz_rocks19 Have a nice drink of water, that can help ', 4
'Cant Wait For Tonite !!...Partyyy!!  lol', 4
'@LydiaBreakfast @nandoism -- Whats not to like about ice cream -- at any time of day? ', 4
'@OhSweetNibblets Im excited to buy LVATT but I still have to ask mom and dad though. HAHA. ', 4
'Alone in the pub now       billy no mates ', 4
'@zspiegel cant wait to text u all day long at work ', 4
'@phorrest Well if Im going to block them, I may as well soften the blow by saying hello first! ', 4
'Hmmmm Simple Plan   &quot; we have this new thing that really need rehearsal &quot; )))))))))))))))))))))))) * peur *', 4
'Just ordered one of these http://www.ebuyer.com/product/149510 Works with Macs too. Hopefully my iTunes sharing issues will now be over ', 4
'just got to my reall home  waiting for douglas to stopp running.as i lay in bed ...im planning a roadtrip from nj to miami....gime advice', 4
'Hey #140conf ers: fight the power! ustream it! show the strength of twitter to let the organisers know IN REAL TIME that the video SUCKS ', 4
'@PhilStratton I did, not many... but I did   Maybe I should have saved the question for a Friday instead of a Monday evening?', 4
'@karenrobinovitz Ill DM you my info!  Have a great day, gorgeous!  ', 4
'Caddy-ing for my handsome then workout, cooking the rest of the day ', 4
'just woke up. craving pot stickers. maybe ill go see the cute little puppy next door ', 4
'@DarleneVictoria Oh, I hope you and @KenaRoth dont have to wait that long either ', 4
'@donkeyts  *Hand up in the air*  ', 4
'@bigcat48: phew! I was just thinking about you! ', 4
'@Ericatwitts thanks erica ', 4
'@Pink omg you crazy lady...thank god you are ok  miss ya luv ya xxxxxxx', 4
'@scodal I like to think so. I do web design and programming so I think I qualify. ', 4
'Welcome to the [Twitter] dark side, @trexxxN ', 4
'&quot;We thought, because we had power, we had wisdom.&quot; Good Morning Twitterattis xoxo Have a sunny smiley day  xo', 4
'@kobebryant240 kobe from spain u are simply da best. hope u keep playin like this for many years. p.s i hope u understand my english ', 4
'@ladydeath138 just  for a group of people who love him  hes following us aswell.so we no he appreciates it.. xx', 4
'Got some major thinkin to do today. Good thing I got plenty of rest tonight ', 4
'Im exempt from both of my finals today.  ', 4
'@simpleplan im so excited, i cant wait to see u guys on stage again... even if i cant go to the concerts :/ love you all ', 4
'going to work out! joy... ', 4
'@StephenMulhern thats unfaire!! but they were still amazing when we saw them  good luck for the rest of the shows.', 4
'home. just a few more minutes ', 4
'@ess_tee_you k done! I will start figuring out what day! Mmm BBQ... @chrismusina ps youre coming! Then u can meet the alien ', 4
'Normally, I wouldnt be happy with a C in Spanish but Ive stopped caring a long time ago  #fb', 4
'3 days  This is the slowest week ever.', 4
'@gandanglyssa im not sure, the one in which blair and nate will be back together ', 4
'@MariKurisato btw, my son (who is 13) is trying to write science fiction ', 4
'@moonstarlady ah... cool... it would be a good little time off on your own.  Sight Seeing?', 4
'@toneyfitzgerald Thanks for the follow too ', 4
'@SteveMilanese send us a link bro.... ', 4
'on Wen-sday iam going 2 go out and shop for makeup. and next week, ill start making makeup tutorials ', 4
'@GrosenFriis @larsbachmann parser  echo preg_replace(array(/skema/,/raekke/,/kolonne/,/fed/),array(table,tr,td,b),$str);', 4
'Watching Selena On Live With Regis And Kelly ', 4
'Rain...lots and lots of it ', 4
'you wanna get frosty with me ', 4
'@portentint Oooh - name and shame!   I like a bit of scandal!', 4
'Sitting here in class bored thinking about my baby ace ', 4
'Photographer on Craigs List really tells ya how it is     http://bit.ly/xAeRV', 4
'Good morning! ', 4
'.@danieldainty Thanks Dan - shall ask! Any more questions for #frog VLE people? ', 4
'@ChloeMango David and I are coming to CHICAGO!!!  You better be around July 10 - 13.  ', 4
'was just at a club!! and tired!!!! ', 4
'@OldPostcards Isnt everywhere on the Levels near Glastonbury?! ', 4
'@POOBSDBLOCK ... i see you here on this twitter life awwwww shucks ... miss ya a** lite bright (lol) and why you not following me .. ', 4
'709 was left open and I opened 710.  I guess anyone who closes please dont forget to lock the 7th floor. ', 4
'@preethzzz Im going home &amp; watching a movie! Been delaying watching a movie for real long. Catch you later. Ta! ', 4
'giving my calves a break and wearing flats today-only downside is i realize just HOW short I really am! ', 4
'work is fun when there is internet to surf on while its not busy. ', 4
'@MelC328 Congratulations!!!  Thats so exciting! Our engagement anniv is 7/3. It will be 12 years ', 4
'@Sirjohn_writer Doesnt all that coffee make you terribly hyper ', 4
'Just finished my test, feelin good ', 4
'@frankieshakes ah, too bad! next time.  ', 4
'says just got home from school and mcdo  with debi (devil) http://plurk.com/p/11daoz', 4
'@GTcassie Its cool. Tryin not to be your mama. Its hard for me  Hope youre having fun! I went running yesterday! Faboosh!', 4
'Ok off to work for me! Man I love my job  I work my ass off but I am so greatful!', 4
'@TheSims3 I like Sims of all skin tones, Im not racist! ', 4
'@soarjet fiiine. what about you?? ', 4
'@CarriePrejeanCA I just love you and your attitude.  You are a beautiful person, inside and out.  Keep smilin Carrie ', 4
'@beacueva i love demi too!!you should download her songs...also selenas ', 4
'@cookiedorksx3 LILY. ', 4
'Off to the royal ballet again ', 4
'Lets chat later Patrick  @Patrick_DCC', 4
'@NinoMcFly lol duh. Gosh Nino ur more than just a rapper Lol kudos to you! ', 4
'had 2 puppies sleeping on my lap tonight - feeling the love ', 4
'Work, work, work.  Jazz festival tonight with Greg ', 4
'@petemc Nice HDR. Perhaps the sky has too much contrast but the foreground is spot on ', 4
'@ThisIsRobThomas You absolutely should live here! So much to do all the time. Need someone to show you around? I am free. ', 4
'@LAMase  BTW nice interview with Jeanie yesterday and her insight, that only she would have, about PJ coming back or not. Enjoy your day. ', 4
'is practicing songs for performing arts tonight  i wonder what todays lesson will be like...', 4
'@Brian_Bee  i love your videos brian i been seeing your video im your friend on myspace i love u ur funny ', 4
'@cbgb0426 ok. Just watch him closely for any changes  Extra hugs and kisses. I will write up your twitt-ER release papers. ', 4
'@ktsummer ah well you might sneak in a little text tweet if you get really bored ', 4
'@DrewG78 no problem! i look forward to to trying it out. ', 4
'@Bass_ Be very grateful if youd turn me green ', 4
'Going to have another successful day booking fall shoots. ', 4
'@Pam_jo *sigh* yes.....  you still at work? Im watching lipstick jungle..', 4
'@Moss1982 Found it On The Kerrang Siteeeee Going Going Goinggggg !! ', 4
'@BryanRicard  Hey!   Thanks for the follow back.  ', 4
'@jmaxxz sssshhhhh....I run both at work ', 4
'@Jonasbrothers Wow....Lines,Vines and Trying Times=AMAZING!  You guys did one heck of an incredible job on the CD! I absolutely love it ', 4
'@HerrWippich Ist der Computer an? ', 4
'Yay, going to Sthlm on Thursday to see Moa, going to have a ball ', 4
'#the hangover... saw it Monday night. I will be watching it again. One of the funniest movies EVER ', 4
'@itsjamieeexo YES I CAN! AND AW DONT WORRY, I VOTED FOR YOUR HUBBY DAVID &lt;3 HAHAHA, thats mad funny! your mom is psychic, remember? ', 4
'@LeCapitainesexy ', 4
'@mypleasantlife Thanks tin! ', 4
'@CreativeJunkie i dont have internet on my phone either but i can send and receive emails...can you do that? i just tried and it worked ', 4
'I was going to be proactive and run some errands this morning. But, I have no car. Therefore, I am getting right back into bed ', 4
'Organizing for my Montana trip ....... I see a trip to Starbucks in my future ', 4
'@SocialDivo is socially conscious. i like! ', 4
'@stacyissilly if you are ever clueless about what something means urbandictionary.com is always there for you ', 4
'@michellebranch owen is such a pretty girl like her mom.. ', 4
'@chabcoyiuto @iamlols told me not to bother. ill just FAIL :| Good luck picking courses  I agree with yaya brends.', 4
'@Rozanna_A yeay! Movie again  transformers will be out by then? I feel like optimus prime-ing and bumblebee-ing. ♥ ♡', 4
'@djcapone Morning Sunshine. ', 4
'Stretching next to lindsay. Time of my life. I think so! ', 4
'@onebrightpearl cool  it is alpha, so be careful  astounding potential though, this #operaunite', 4
'@joiesayshi Good luck, good work! ', 4
'@sophiie92 no, you dont understand! you did!!!!!!!! thanks chicken ', 4
'@Connortreacy haha  i am a gentleman ill have u know, being very well behaved these days... might have sunstroke', 4
'@DavidArchie congratulations for being nominated on the teens choice awards david, hope you win!!! ', 4
'its nights like this I love my electric blankie  nightnighttt', 4
'Genuinely really excited by new follower @itvcorrie ', 4
'@louiseheraghty When people pick on the bad guys, they dont seem to care. Only the good people give a reaction, which is what they want! ', 4
'watching HGTV - design remix.  Trying to get inspired ', 4
'Back from school!!  good mood!  I have to laugh all the time  hahaha^^', 4
'I will NOT miss my coughing officemate while Im on mat leave ', 4
'@ninieks go green! I have been a vegeterian for about 8 months soon ', 4
'packing is stressful ', 4
'has completed 60% of her assignment. Its time to sleep, good night people! ', 4
'@simpleplan good luck! ', 4
'@popelizbet Nope, not too late. You got the second copy.  Sending you a DM now with the details.', 4
'Stanfords Entrepreneurship Corner podcast: Spencer E. Ante - A History of Venture Capital http://ow.ly/enTj &lt;- pure gold ', 4
'@CobrokeNation Yes, you can put me on your site.  is there anything I can get you?', 4
'@lakeeffectskid I have no idea @jOANNAxeLAiNe hopefully ', 4
'26 fckn days!!! So excited! Cant wait anymore ', 4
'RL beckons..gonna daydream about slingshotting roofers (point system?) Id buy that in a game...see you all later. ', 4
'watching royal ascot, cold beer, internet betting oh my days! ', 4
'so bored..... wanna eat pringles chips but i not allowed to open the package.... I can go to the supermarket and buy another package... ', 4
'@LMRB texas is calling us  we need to get 5* somehow', 4
'Good morning Twitter world!!  ', 4
'@dooce She does look like a glowworm!  ', 4
'Stanfords Entrepreneurship Corner podcast: Spencer E. Ante - A History of Venture Capital http://ow.ly/enVC &lt;- pure gold ', 4
'Off to Sandton City to see if I can get myself a Bafana jersey for the Confed games um goin to this week ', 4
'@beverlywills You. ', 4
'@RealJudgeJules ...Awesome to be stranded with ur better half! Worst part of the DJ life IMO is so much travelling alone! ', 4
'@Malaikaluv Yay for cookies! You have to tell me how Emily and Marlieke liked them! ', 4
'@HappiForever Morning! Thank you..I do too!  Hope you have a fabulous day!', 4
'@lizziedr yep! and next is CSI: NY! ', 4
'@if__fi cmon it wasnt that bad ', 4
'@emiliachi   yep totally..', 4
'@djblacknmild Happy Bday!!! ', 4
'has some good news, next year shell be studying at the University of Glasgow ', 4
'@iSWAGG_DOT_COM Congrats on ur car ', 4
'GOOD MORNING EVERYBODY! ANOTHER BEAUTIFUL DAY IN THE NW! ', 4
'Help!! I need a job, will work for wine  http://bit.ly/TWMF7 (via @kellyanceli)', 4
'@eddyshades ... awwwww i like that one ', 4
'I am wearing a T-Shirt sent in to me by the worlds biggest Sage fan.  ', 4
'why am i up so early? well, at least my mommy was super nice and went to pick up lvatt for me! ', 4
'Got an interesting call early in the morning from Seattle.It was my ex gf, nice feeling knowing that she thought of me while on business. ', 4
'@HazalSelena well I dunno but theres still a lot of time left to vote ', 4
'chatting with my friend made me realize that i need to have more fun.. I was lonely.. But not anymore..   ', 4
'@lucasreinds had a good lunch, always a good thing to hear ', 4
'@SASSS09 into real estate and now social media evangelist/mentor ....  sup?', 4
'@1BAMBi i do too. something longer...and brown maybe. you on the other hand do NOT need any type of make over. you know youre a beauty ', 4
'@haydeecm one step closer to menhood!!! Go Aiden. ', 4
'yes darling i love u too ', 4
'@hollowlegs no takers so far tho, I am desparate  gonna try ning, you back from ibiza with your tan yet?', 4
'@principalspage I was reminiscing back to when you were just a novice tweet, trying to get 300 followers on a bet from your wife... ', 4
'leave school tomorroow. - thorpe park friday - laurens birthday saturday - bgt sunday  Lovin it ', 4
'@ilaura_etsy yep-love the mixed greens-just open a bag-and its all set ', 4
'@Nikki224 - its like satc code.  mr big, the bartender... works for me ', 4
'@chabcoyiuto- @iamlols told me not to bother. ill just FAIL :| Good luck picking courses  I agree with yaya brends, btw.', 4
'Thrilled that DJ Bobs Thong is back... ', 4
'might be getting my car back, just because my dad cba to drive me to my uncles every week  ', 4
'@Zatannna You got that right!!!  ', 4
'@sipdrink Thanks for the update, will grab some when i go into town. ', 4
'i have 1h 30m to go  wooooooo wooooooo hehehe ', 4
'Got a beautiful past, present &amp; future necklace with earings for my 7th anniversary yesterday ', 4
'@lolly_doll must do!  gotta proof-taste it! xP', 4
'@AdamGregorySong  I like how you still seem surprised to see me at shows. haha. After 10 years, I dont think anything will change it.', 4
'@waynemetcalfe heyy ', 4
'Omg : D Tomorrow its my last day at school ', 4
'off to wonderland with the seveners! ', 4
'going to work out then pool!!!  with... then later LINES,VINES, AND TRYING TIMES YAY!!!!', 4
'@ScruffyPanther you have a good argument to like one more to another, so not bad... slightly weird maybe, but not bad... ', 4
'@ande52 Thats called a hangover, sir ', 4
'Goodmorning sunshines! ', 4
'@lizwhite23 Sheri was there when you were once ', 4
'@calumvs  Too funny, never heard it described like that, not that I would know ', 4
'on the road  whats up..?', 4
'Breaking News: @fbish spotted walking PAST a Record Store.  Did not go in, did not purchase vinyl.  World first. (via @fbish) I lolled ', 4
'@keachlumanog @degolas  It has to be an interbatch Mixed Martial Arts competition ', 4
'i need cheering up. short stack tv it is! ', 4
'Morning twitter! Im going to enjoy the day out in DC! ', 4
'@KirinKennedy go get em   very cool   let me know when you arent busy saving the world and we can hang out!!!!', 4
'is at her mums 4 the week  xx', 4
'@cyaniide3 those fries smell  good  we should go to get some.... ', 4
'Only 1 bucket of mail today. Never experienced this before. I think I`m ok with it. ', 4
'nothing at all! ', 4
'@rikki_5 today the most productive day of the week?whys that, every day is as productive as you make it, my personal favorite is Monday ', 4
'@AFineFrenzy I had diet coke yesterday, its so much better than drinking alcohol, you know ', 4
'@AlWoods Nice.  It always feels good.  We dont want to get like Seattle. Thats depressing.  They have suicide kits in their Happy Meals ', 4
'@joneskay Do you clarify me a doubt?  Where is the caption who won the Beat? I dont found it among the 231 captions.', 4
'@ashleynichole89 I love you. You crack me up. That was a good one, but not as good as the wedding question last night. ', 4
'@gheecullen thx for your follow ', 4
'@bradlt I blame it on this drafty corner! ', 4
'@sometimesrandom yes, but only because I already had the date on my cal  Dont know why she thought it was something new haha', 4
'@sweetmystique12 Yummy!!! I love it! ', 4
'http://www.chocomoko.com/ for you last.fm users ', 4
'@yme #HyvesRedesign tjaap that is ', 4
'@JustinPollard You must wear something Spiderman related for it...full Spiderman outfits reserved for uber web masters. hth  x', 4
'@EmmaK67 Make the play about one womans unhealthy fixation with self-obsessed chavs on the telly? Birds, meet stone ', 4
'@kayeita Ok, Im going to the fabric store this morning so will check out padding &amp; send you an email later today w/ the details. ', 4
'another day at work is over  6 more to go before my two week summer holiday!', 4
'. . . . I forgot the password for twitter . . . Spent last two days trying to remember it. .at last gave up  . . . Reset ', 4
